region,site ID,Site name,Operator,,  Is site properly fenced and locked?,,stopped by security and identification checked,,visitor log maintained,,Is there a site emergency contact list?,, Are  signs   posted as required?,,Is security fences  intact and locks operational?,,Are there  signs of soil erosion that may weaken tower and anchor bases ?,,Is the  site  well cleaned and maintained?,,Has any  spillage taken place? ,,Is the concrete that is visible in overall good condition?(tower stubs and foundations),,Is the concrete that is visible in overall good condition? (all equipment plinths),,Is there grout  applied to the tower base?,,Are there any signs of rust or corrosion on anchor bolts?,,Are any of the nuts missing  on the HD bolts?,,Are the  RF exposure signs  mounted to the tower?,,Is tower painting  in overall good condition?,,Are there any rusted or missing members?,,Are there any missing bolts and nuts?,,Are navigation lights installed and in working order?,,Is climbing ladder installed and in good condition?,,Is safety cage installed and in good condition?,,Is  the tower level and plumb?,,Is there a visible twist in the tower?,,Is it close to the nearest inhabited building?,,Is there a lightning spike fitted to the top of tower all earth connections terminated?,,Is there  space available on ladder to accommodate additional feeder cables?,, Climbing ladder installed and in good condition?,,Is there space available to fit additional RF or MW antennas?,, Is there a shelter or brick enclosures?,,Is the shelter or brick enclosure  in  good condition?,,Have all earthing connections been terminated?,, Is there any intrusion system fitted?,,Are there traces of acid on the UPS battery and rectifier installation?,,Is the UPS batter array maintained on a regular basis?,,Are  RF cables secured properly in cable tray/ladder?,,Is the overall condition of feeder cables and waterproofing  good ?,,Are there any unused cables?,,Do you not any cables that have not been terminated?,,Is there fire alarm present?,,Is there an  intrusion alarm installed?,,Is there generator installed on site?,,Is the overall condition of the generatorand fuel tank/piping acceptable?,,Are the power cables in  good condition?,,Are the  cables properly insulated and terminated?,,Are the  appriporiate ECG meters installed on site?,,
3,CS3729,GINDAMBOUR TIGO,SAWLA-TUNA-KALBA,TIGO,YES,,NO,NULL,NO,NULL,NO,PB201982,NO,PB201982,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PB201982,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,NO,PB201982,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,,,,,YES,,YES,,NO,NULL,NO,NULL,YES,,NO,PB201984,YES,,YES,,YES,,YES,,YES,,
4,899,GOASO,ASUTIFI,MTN,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,BAB2020,GOASO,ASUTIFI,VODAFONE,YES,,YES,,NO,,NO,DSCN1746.JPG,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,NO,NULL,NO,,NO,,YES,,YES,,NO,NULL,YES,,NO,,YES,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,656,GOASO MTN,ASUTIFI,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,DSCN1607.JPG,YES,,NO,,YES,DSCN1607.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
4,1247,GOASO TIGO,ASUTIFI,TIGO,YES,,YES,,YES,,NO,DSCN2281.JPG,NO,DSCN2281.JPG,YES,,NO,,NO,NULL,NO,,YES,,YES,,YES,,NO,,NO,,NO,DSCN2303.JPG,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,BAB2038,GOKA,JAMAN SOUTH,VODAFONE,YES,,NO,,,,NO,DSCN4962.JPG,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,DSCN4988.JPG,YES,,NO,,NO,,YES,,YES,,NO,DSCN4988.JPG,YES,,NO,,YES,DSCN4988.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,
4,1656,GOKA,JAMAN SOUTH,MTN,YES,,NO,,NO,,NO,DSCN0315.JPG,NO,DSCN0315.JPG,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,NULL,YES,,NO,,NO,,YES,,YES,,NO,DSCN0326.JPG,YES,,NO,,YES,DSCN0315.JPG,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,,yes,,YES,,YES,,NO,,NO,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,
4,BAB2166,GONASUA,JAMAN SOUTH,VODAFONE/MTN,YES,,NO,,,,NO,DSCN5383.JPG,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,DSCN5382.JPG,YES,,NO,,YES,DSCN5387.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,
3,CS3763,GRUPE TIGO,WEST GONJA,TIGO,YES,,NO,NULL,NO,NULL,NO,PB201825,NO,PB201825,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PB201830,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB201821,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,PB201826,NO,NULL,YES,,YES,,NO,PB201828,NO,PB201828,NO,NULL,
3,CS3767,GUABULIGA,WEST MAMPRUSI,VODAFONE,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,GH0434,GULUMPE,KINTAMPO,AIRTEL/MTN,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,,GULUMPE,KINTAMPO,EXPRESSO,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,
3,Cs37771,GUMANI JUNCTION AIRTEL,TAMALE,aitel,yes,,no,NULL,no,NULL,yes,,yes,,yes,,no,PB100139,yes,,yes,,yes,,yes,,yes,,no,NULL,no,NULL,no,PB100148,yes,,no,NULL,no,NULL,yes,,yes,,yes,,yes,,no,NULL,,PB100141,yes,,no,PB100142,yes,,yes,,yes,,yes,,yes,,yes,,,,,,yes,,yes,,yes,,,,no,NULL,no,NULL,yes,,no,PB100140,yes,,yes,,yes,,
3,,GURUGU,TOLON,AIRTEL,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
2,UWB 6011,GWOLLU_GT,SISSALA WEST,VODAFONE,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 1756.jpg,YES,,NO,,NO,,YES,,YES,,NO,Audit Trip 1763.jpg,YES,,NO,,YES,Audit Trip 1762.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,GH 0268,GwolluAirtel,TUMU,AIRTEL,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 1466.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,,GwolluTigo,SISSALA WEST,TIGO,YES,,NO,null,NO,null,NO,null,NO,Audit Trip 1383.jpg,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 1384.jpg,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 1383.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
8,,Gyaman,WASSA MANFI EAST,EXPRESSO,yes,,no,null,no,null,no,null,no,null,yes,,no,,yes,,no,,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,null,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,null,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
3,CB3794,HAMDALA AIRTEL,TAMALE,AIRTEL,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,YES,,YES,,NO,PB110288,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
2,1567,Hamile,HAMILE,TIGO,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
2,6010,HAMILE_GT,JIRAPA LAMBUSSIE,"VODAFONE,AIRTEL",YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,
2,6010,HAMILE_GT,LAWRA,VODAFONE,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
2,1572,Han,JIRAPA,TIGO,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
2,UWB 6004,HAN_GBC,JIRAPA LAMBUSSIE,VODAFONE,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
8,,Harbour Area,SEKONDI-TAKORADI,AIRTEL,NO,null,NO,null,NO,null,NO,null,NO,null,NO,null,NO,,NO,null,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,NO,null,NO,null,NO,null,NO,,YES,cs5052_null_null_1352028162262,NO,null,NO,null,NO,null,NO,null,NO,null,NO,null,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
8,,Harbour Ghana Post,Sekondi Takoradi Metropolitan,TIGO,YES,,NO,null,NO,null,NO,null,NO,null,YES,,NO,,NO,cs5056_ct0003_se0064_1351089203011,NO,,NO,null,NO,null,NO,null,NO,,NO,,YES,,NO,null,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,null,YES,,NO,null,YES,,NO,null,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,CS 3805,HAVE EXP,KPANDO,EXPRESSO,YES,,YES,,NO,null,NO,null,YES,,YES,,NO,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,YES,,NO,null,YES,null,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,null,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HLOME AIRTEL,GBI,AIRTEL,YES,,YES,,YES,,NO,DSCN3050,NO,DSCN3050,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,HO,HO,VODAFONE,YES,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,HO,HO,MTN,YES,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,,HO ,HO,VODAFONE,YES,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,HO 02 EXP,HO,EXPRESSO,YES,,YES,,YES,,NO,cs2897_null_null_1351066537684,NO,cs2897_null_null_1351066537684,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,cs2897_null_null_1351066537684,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,cs2897_null_null_1351066644767,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,NO,null,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO 1,HO,MTN,NO,null,YES,,YES,,YES,,NO,null,NO,null,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,DSCN2476,NO,null,NO,,NO,,NO,DSCN2478,YES,,NO,DSCN2477,YES,,YES,null,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO 1 MTN,HO,MTN,NO,null,YES,,YES,,YES,,NO,null,NO,null,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,DSCN2476,NO,null,NO,,NO,,NO,DSCN2478,YES,,NO,DSCN2477,YES,,YES,null,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,886,HO 2 MTN,HO,MTN,YES,,YES,,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN1473,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,,HO 3 MTN,HO,MTN,NO,DSCN3210,NO,null,NO,null,NO,DSCN3209,NO,DSCN3209,YES,,NO,,NO,DSCN3217,NO,,YES,,YES,,NO,null,NO,,NO,,NO,DSCN3213,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3218,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,,HO 4 MTN,HO,MTN,YES,,NO,null,NO,null,NO,DSCN1414,NO,DSCN1414,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,DSCN1414,YES,,NO,,NO,,YES,,YES,,NO,DSCN1413,YES,,NO,,YES,DSCN1415,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,,HO 5 MTN,HO,MTN,YES,,YES,,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,null,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO 6,HO,AIRTEL/VODAFONE,YES,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,HO 6 MTN,HO,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,YES,DSCN3324,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,NO,DSCN3323,YES,,YES,,YES,,NO,,YES,DSCN3334,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO 7 MTN,HO,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,NO,,YES,DSCN0029,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,VR3861,HO 8 MTN,HO,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,NO,DSCN3359,YES,,YES,,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO AWATEDOME MTN,HO,MTN,YES,,NO,null,NO,null,NO,DSCN2111,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN2128,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO BANKOE AIRTEL,HO,AIRTEL,YES,,NO,null,NO,null,NO,DSCN3285,YES,,YES,,NO,,NO,DSCN3293,YES,DSCN3286,YES,,YES,,YES,,NO,,NO,,YES,,NO,DSCN3290,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3293,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO CK ROAD,HO,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,YES,DSCN3237,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3232,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,VOB 6861,HO DEME VOD,HO,VODAFONE,YES,,NO,null,NO,null,NO,null,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,DSCN3179,NO,,NO,,NO,null,NO,DSCN3178,NO,,NO,,YES,,YES,,NO,DSCN3183,YES,,NO,,YES,DSCN3175,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO DOME,HO,MTN,YES,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,85,HO DOME AIRTEL,HO,AIRTEL,YES,,YES,,YES,,NO,DSCN2484,NO,DSCN2484,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,DSCN2485,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,4751,HO FOREST 1 MTN,HO,MTN,YES,,YES,,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3263,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO FOREST 2 MTN,HO,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO KABAKABA MTN,HO,MTN,YES,,NO,null,NO,null,NO,DSCN1343,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN1365,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,NO,null,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO KABKABA MTN,HO,MTN,YES,,NO,null,NO,null,NO,DSCN1343,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN1365,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,NO,null,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,3859,HO KPODZI MTN,HO,MTN,YES,,NO,null,NO,null,NO,null,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO MAWULI ESTATE,HO,VODAFONE,YES,,YES,,YES,,NO,DSCN1420,NO,DSCN1420,YES,,NO,,YES,,NO,,YES,,YES,,NO,DSCN1428,NO,,NO,,NO,DSCN1420,NO,null,NO,,NO,,YES,,YES,,NO,DSCN1427,YES,,NO,,YES,DSCN1434,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO NUWE,HO,AIRTEL,YES,,NO,null,NO,null,NO,DSCN3186,YES,,YES,,NO,,NO,DSCN3192,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,NO,DSCN3200,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO OLD EXP,HO,EXPRESSO,YES,,YES,,NO,null,NO,null,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,null,NO,null,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,null,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,NO,null,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,NO,,
5,,HO RESISDENCE,HO,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,HO STADIUM,HO,TIGO,YES,,NO,null,NO,null,NO,DSCN3313,NO,DSCN3313,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,DSCN3313,YES,,NO,,NO,,YES,,YES,,NO,DSCN3315,YES,,NO,,YES,DSCN3317,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
